Date,Treatment_Temp,Unit,FFKE#,InitialC0 __PostC1_POCIS,FF#_Running,FF#_Running,Acetaminophen,Amoxicillin,Ampicillin,Atenolol,Atrazine,Benzophenone_1,Benzophenone_3,Beta-Cyfluthrin,Buspirone,Caffeine,Carbamazepine_A,Carbaryl,Chlorpyrifos,Chlortetracycline,Citalopram,Clarithromycin,Clothianidin,Cyhalothrin,DEET,Erythromycin,Esfenvalerate,Ibuprofen,Imidacloprid,Ketoprofen,Malathion,Metformin,Metoprolol,Naproxen,Ofloxacin,Oxytetracycline,Permethrin,Simazine,Sucralose,Sulfadiazine,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiacloprid,Thiamethoxam,Trimethoprim,Venlafaxine,,
6/8/2023,45,4_Control,16,C1,34,FF-34,0.003869302,NA,NA,0.000001399,0.006447925,0.000875421,0.000032876,NA,0.000071600,0.005134451,0.002330716,0.000182287,0.000267537,0.003368417,0.000058694,0.000186825,0.005829146,0.000157654,0.003207469,0.000827674,0.000045768,0.006999417,0.002354527,0.003840183,0.000031604,0.006127380,0.002366431,0.007275867,0.008600000,0.000209320,NA,0.007516770,0.005709887,0.004608958,0.007852604,0.004115196,0.004740444,0.000073678,0.000025279,0.000970967,0.001718181,0.012725272,0.004262187,,
6/13/2023,4,Soak,0,0,49,FF-49,NA,NA,0.004697440,0.000040644,0.001901392,0.002079464,0.008828123,NA,0.004158606,0.007201054,0.002945823,0.004111716,0.004470265,0.000167160,0.003147818,0.003399647,0.001435689,0.002440639,0.002635957,0.004470265,0.005717042,0.001593092,0.004687132,0.001084685,0.004199689,0.000027754,0.000167160,0.000593128,0.001589360,0.005763346,0.007900329,0.000884662,0.000073161,0.006495539,0.005162990,0.013783599,0.005437403,0.000167490,0.001156579,0.000996469,0.000243830,0.000596106,0.000267586,, 
6/13/2023,14,Soak,0,0,50,FF-50,NA,NA,0.002763769,0.000014731,0.001262208,0.001438794,NA,0.027168375,0.002998245,0.003901008,0.001834716,0.000045519,0.002679524,0.000049758,0.002059645,0.000759625,0.001343858,0.001539160,0.001683134,0.002679524,0.002774567,0.000419551,0.008215800,0.000779588,0.002454492,0.002592326,0.000049758,0.000228391,0.000513060,0.004283818,0.006072444,0.001425072,0.000079420,0.004412061,0.003096452,NA,0.003136541,0.000195889,0.000345000,0.002033069,0.000317313,0.001420582,0.000083686,, 
6/13/2023,30,Soak,0,0,51,FF-51,NA,NA,0.002418133,0.000024523,0.000924599,0.001156362,NA,NA,0.001158576,0.003122717,0.001407989,0.001963127,0.001899551,0.000008962,0.001643573,0.000113884,0.001902696,0.001111966,0.001274729,0.001899551,0.001021803,0.000020452,0.014278087,0.000357238,0.001634804,0.001803073,0.000008962,0.000139818,0.000851743,0.004159481,0.003738409,0.001343442,0.000037355,0.003518483,0.002363661,NA,0.002453560,0.000375698,0.000907937,0.001498682,0.000009247,0.000873807,0.000054730,, 
6/13/2023,45,Soak,0,0,52,FF-52,0.030695987,NA,0.001207417,0.000022770,0.000567343,0.000884198,NA,0.042130178,0.000041788,0.000016986,0.001139295,0.000070498,0.001662178,0.000013741,0.001469163,0.000105582,0.000575485,0.000882793,0.001007010,0.001662178,0.000018783,0.000025327,0.007772203,0.000421954,0.001335326,0.001379566,0.000013741,0.000079654,0.000696808,0.002624025,0.004206999,0.000680403,0.000273743,0.002794145,0.002028110,NA,0.001997197,0.000134599,0.000588762,0.000888181,0.000759149,0.000473995,0.000758048,, 
6/14/2023,30,1,9,C0,53,FF-53,0.016852101,NA,0.000695722,0.000008915,0.016615930,0.000895030,NA,0.040704542,0.001692377,0.013929654,0.005993399,0.001771423,0.001473608,0.004640805,0.006488186,0.000024939,0.012422589,0.001681855,0.001031655,0.001473608,0.000852223,NA,0.015699512,0.006516293,0.010975490,0.001317033,0.004640805,0.014239562,0.007610867,0.019307499,0.034956672,0.001815887,0.015654651,0.027287926,0.019244977,NA,0.013499997,0.009298720,0.013142561,0.001638594,0.000006009,0.010977181,0.002038097,, 
6/14/2023,30,2,10,C0,54,FF-54,0.016612269,NA,0.000112952,0.000006423,0.016996026,0.000677770,NA,0.013322524,0.001277757,0.013648760,0.005357451,0.000071540,0.000964066,0.005716581,0.006298020,NA,0.011494065,0.001822028,0.000678079,0.000964066,0.000496191,NA,0.010450933,0.006138515,0.010395517,0.000873608,0.005716581,0.017424206,0.006966357,0.018913015,0.031571801,0.001719956,0.014574345,0.026207362,0.018186458,NA,0.013749262,0.009235376,0.013235403,0.001064862,0.000108451,0.000013363,0.001904545,, 
6/14/2023,30,3,11,C0,55,FF-55,0.016159709,NA,0.000167889,0.000013853,0.016268767,0.000566738,NA,0.050868992,0.000940661,0.012482637,0.004706471,0.001048836,0.000700210,0.005636757,0.006128811,NA,0.010569610,0.001868134,0.000571139,0.000700210,0.000435016,NA,0.020333873,0.005574088,0.009389602,0.000618076,0.005636757,0.014754652,0.006987851,0.017684568,0.031891576,0.001493735,0.013822644,0.028458640,0.016797474,NA,0.013102741,0.009120769,0.013227318,0.000982287,0.014928200,0.010229963,0.000032207,, 
6/14/2023,30,4,12,C0,56,FF-56,0.013969482,NA,0.000039409,0.000007242,0.015425562,0.000498630,NA,0.056297494,0.000040056,0.011924512,0.004797751,0.000861989,0.000600377,0.005831690,0.005457637,NA,0.000019292,0.002129266,0.000410531,0.000600377,0.000394607,NA,0.017626410,0.005476891,0.009660823,0.000502678,0.005831690,0.013322996,0.006547781,0.002346892,0.029198593,0.001308795,0.013252135,0.023576169,0.016529889,NA,0.011923764,0.008361392,0.012768693,0.000719851,0.012290630,0.009835087,0.001498170,, 
6/14/2023,45,1,13,C0,57,FF-57,0.017407677,NA,0.004227444,0.000004449,0.016586293,0.000398948,NA,NA,0.000956046,0.013315136,0.005508222,0.000693207,0.000064801,0.005241474,0.006022816,0.000019890,0.011927833,0.000006207,0.000315533,0.000064801,0.000399441,NA,0.004649333,0.006138951,0.010433111,0.000367069,0.005241474,0.014148389,0.007251150,0.019935663,0.032429212,0.001408739,0.014732436,0.024573829,0.017926311,NA,0.012966751,0.009008245,0.012806814,0.000687074,0.013306602,0.010531099,0.001714683,, 
6/14/2023,45,2,14,C0,58,FF-58,0.016049742,NA,0.007385871,0.000025518,0.016701495,0.000316581,NA,NA,0.000217850,0.012167689,0.004746963,0.000562890,0.000294457,0.004468436,0.006046551,NA,0.010794965,0.001552744,0.000272489,0.000294457,0.000015290,NA,0.003430850,0.005692762,0.009928526,0.000313203,0.004468436,0.012938651,0.006758723,0.019207250,0.031810470,0.001437107,0.014827790,0.022827367,0.017214630,0.007807942,0.012763116,0.008749168,0.012591230,0.000674645,0.000021117,0.010667802,0.001450992,, 
6/14/2023,45,3,15,C0,59,FF-59,0.014779196,NA,0.001537757,0.000003058,0.016561092,0.000396840,NA,0.015547684,0.000807581,0.013350899,0.004991934,0.000500170,0.000168089,0.004924778,0.005704028,NA,0.011139589,0.000038612,0.000190831,0.000168089,0.000320110,NA,0.017947331,0.005806866,0.009921730,0.000227816,0.004924778,0.013815246,0.006680269,0.018380940,0.031550368,0.001388061,0.014394096,0.027726666,0.017390555,NA,0.012618790,0.008653258,0.012346603,0.000566126,0.000058333,0.009817452,0.001784488,, 
6/14/2023,45,4,16,C0,60,FF-60,0.015358468,NA,0.001734595,0.000004004,0.016238794,0.000363006,NA,0.038036965,0.000983678,0.012578535,0.004823898,0.000396886,0.000043247,0.000025928,0.005561104,NA,0.010978979,0.001945062,0.000178667,0.000043247,0.000228341,NA,0.033840131,0.005673233,0.009382655,0.000164208,0.000025928,0.013037420,0.006508686,0.018621891,0.029770286,0.001246666,0.013940421,0.022602805,0.016707898,NA,0.012333004,0.008358278,0.012030439,0.000498109,0.014100409,0.009792700,0.001812999,, 
